topic,category,error
inflation rates in Canada and the United States,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
airport land expropriation policy,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
international whaling convention,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
federal contribution to Toronto Go train,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
VIA Rail passenger route abandonments,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
nuclear proliferation at Ottawa Summit,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Garrison diversion lobbying,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Avco Canadian Engineering Ltd. commitments,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Canadians in United Nations positions,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
changing Dominion Day to Canada Day,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
colonialism and national identity,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
constitutional change process,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
definition of dominion status for national holiday,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Dominion Day vs Canada Day naming debate,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
sending bill to parliamentary committee,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
inflation and interest rate policy,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Canada Day holiday,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
postal strike and public service labour relations,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
VIA passenger rail service abandonment,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
publication of child abuse study,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
child welfare legislation and abuse,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
inquiry into east coast shipping traffic,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
future government gambling operations,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Senate message on revival of companies,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
travel of sub-committee on Armed Forces Reserves,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Canadian oil substitution program,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
heat pump installation regulations,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
energy conservation and home insulation program,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
consumer product testing and review,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
grain transportation and railway rolling stock,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
western rail capacity and economic development,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
donations for Terry Fox Marathon of Hope,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
postal workers return to work legislation,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Assisted Home Ownership Program mortgage renewals,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
government legislation timing,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
postal service labour peace,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
federal jurisdiction over transboundary air pollution,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
government R&D spending by province,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
cost of dredging St. Lawrence River,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
drug and alcohol abuse education and research spending,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
order paper questions and answers,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
refusal to provide information on transport commission,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Residential Rehabilitation Assistance Program and public housing,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Post Office disruption and small business,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
foreign exchange reserves and energy policy,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
Atlantic provinces highway program,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
