topic,category,error
forced farm sales in Saskatchewan,Agriculture & Natural Resources,
forced incorporation of small business,Economic & Fiscal Policy,
forced labour and slavery in bill clause 3,"Justice, Rights & Immigration",
forced retirements from armed services,Foreign Affairs & Defence,
forced vote on last offer in union consultation,Government Operations & Ethics,
forcing banks to distinguish mortgage loans,Economic & Fiscal Policy,
forcing people to work,Government Operations & Ethics,
forecast on job losses from budget,Economic & Fiscal Policy,
forecasting demand for university graduates,Social Policy,
forecasting legislation enactment,Parliamentary Affairs,
foreclosure on properties due to NSF cheques,"Justice, Rights & Immigration",
foreclosure protection for homeowners,Social Policy,
foreclosures and banking system,Economic & Fiscal Policy,
foreclosures on personal residences,Economic & Fiscal Policy,
foreign E and D expenses tax deductions,Economic & Fiscal Policy,
foreign academics and Canadian security,"Justice, Rights & Immigration",
foreign access to Canadian natural resources,Agriculture & Natural Resources,
foreign acquisition of Canadian businesses,Trade & Industry,
foreign acquisition of Canadian firms,Trade & Industry,
foreign acquisition of Lapp Insulators,Trade & Industry,
foreign affairs and travel,Foreign Affairs & Defence,
"foreign affairs debate, personal attacks",Foreign Affairs & Defence,
foreign affairs meetings,Foreign Affairs & Defence,
foreign aid accountability,Foreign Affairs & Defence,
foreign aid administration and disbursement,Foreign Affairs & Defence,
foreign aid and Kennedy round negotiations,Foreign Affairs & Defence,
foreign aid and debt,Foreign Affairs & Defence,
foreign aid and development,Foreign Affairs & Defence,
foreign aid and development loans,Foreign Affairs & Defence,
foreign aid and domestic employment,Foreign Affairs & Defence,
foreign aid and domestic hunger,Foreign Affairs & Defence,
foreign aid and domestic hunger relief,Foreign Affairs & Defence,
foreign aid and domestic purchasing,Foreign Affairs & Defence,
foreign aid and government spending,Foreign Affairs & Defence,
foreign aid and human rights,Foreign Affairs & Defence,
foreign aid and interest rates,Foreign Affairs & Defence,
foreign aid and international development,Foreign Affairs & Defence,
foreign aid and loans for development,Foreign Affairs & Defence,
foreign aid and mutual assistance,Foreign Affairs & Defence,
foreign aid and preferential tariffs,Trade & Industry,
foreign aid and provincial development funding,Foreign Affairs & Defence,
foreign aid and regional development,Foreign Affairs & Defence,
foreign aid commitments,Foreign Affairs & Defence,
foreign aid guidelines for CIDA,Foreign Affairs & Defence,
foreign aid interest rates,Foreign Affairs & Defence,
foreign aid levels,Foreign Affairs & Defence,
foreign aid policy shift,Foreign Affairs & Defence,
foreign aid programs,Foreign Affairs & Defence,
foreign aid programs budget study,Foreign Affairs & Defence,
foreign aid projects in Africa,Foreign Affairs & Defence,
foreign aid spending and humanitarian aid,Foreign Affairs & Defence,
foreign aid spending compared to housing,Foreign Affairs & Defence,
foreign aid spending targets,Foreign Affairs & Defence,
foreign aid to African countries,Foreign Affairs & Defence,
foreign aid to Cuba,Foreign Affairs & Defence,
foreign aid to Grenada,Foreign Affairs & Defence,
foreign aid to Zimbabwe,Foreign Affairs & Defence,
foreign aid to commonwealth countries,Foreign Affairs & Defence,
foreign aid to communist states,Foreign Affairs & Defence,
foreign aid to the Caribbean and Africa,Foreign Affairs & Defence,
foreign aid to third world countries,Foreign Affairs & Defence,
foreign aid to underdeveloped countries,Foreign Affairs & Defence,
foreign aid vs. domestic farm support,Foreign Affairs & Defence,
foreign airlines services,Trade & Industry,
foreign bank entry into Canadian financial market,Trade & Industry,
foreign bank operations in Canada,Trade & Industry,
foreign bank regulation and the Bank Act,Trade & Industry,
foreign banks and American Express admission,Trade & Industry,
foreign banks and credit unions compensation,Economic & Fiscal Policy,
foreign banks seeking to enter Canadian market,Trade & Industry,
foreign bids for Connaught Biosciences,Trade & Industry,
foreign borrowing and federal-provincial discussions,Economic & Fiscal Policy,
foreign borrowing and international monetary fund reserves,Economic & Fiscal Policy,
foreign borrowing by the minister,Economic & Fiscal Policy,
foreign broadcasting into Canada,Trade & Industry,
foreign buyouts of Canadian high-tech industries,Trade & Industry,
foreign capital and Canadian development,Trade & Industry,
foreign capital and Canadian economic development,Economic & Fiscal Policy,
foreign capital and economic growth,Economic & Fiscal Policy,
foreign capital and international debt,Economic & Fiscal Policy,
foreign capital for energy projects,Trade & Industry,
foreign capital vs domestic corporations,Trade & Industry,
foreign car producers reinvestment in Canada,Trade & Industry,
foreign company investment review,Trade & Industry,
foreign competition and Canadian firms,Trade & Industry,
foreign content on Canadian television and in cinemas,Trade & Industry,
foreign contracting in Canada,Trade & Industry,
foreign control of Alberta resources,Agriculture & Natural Resources,
foreign control of Canada's economy,Trade & Industry,
foreign control of Canadian Crown corporation,Trade & Industry,
foreign control of Canadian companies,Trade & Industry,
foreign control of Canadian economy,Trade & Industry,
foreign control of Canadian industries,Trade & Industry,
foreign control of Canadian industries and resources,Trade & Industry,
foreign control of Canadian industry,Trade & Industry,
foreign control of Canadian manufacturing industry,Trade & Industry,
foreign control of Canadian resource industries,Trade & Industry,
foreign control of Canadian resources,Trade & Industry,
foreign control of Canadian supply,Trade & Industry,
foreign control of Home Oil company,Trade & Industry,
foreign control of oil and gas companies,Trade & Industry,
foreign control of oil companies,Trade & Industry,
foreign control over Canadian economy,Trade & Industry,
foreign corporations and bill C-132,Trade & Industry,
foreign corporations' contribution to economy,Trade & Industry,
foreign corporations' operations in Canada,Trade & Industry,
foreign correspondent employment visa exemption,"Justice, Rights & Immigration",
foreign crude purchase and investment,Trade & Industry,
foreign debt and development,Foreign Affairs & Defence,
foreign debt and economic prospects,Economic & Fiscal Policy,
foreign debt interest payments,Economic & Fiscal Policy,
foreign direct investment review process,Trade & Industry,
foreign direct investment vs bank loans,Trade & Industry,
foreign director hiring at Stratford festival,Foreign Affairs & Defence,
foreign doctors and Canadian doctors statistics,Social Policy,
foreign doctors trained in Canada,Social Policy,
foreign doctors' licensing in Ontario,"Justice, Rights & Immigration",
foreign domestic program,"Justice, Rights & Immigration",
foreign domestic workers landing statistics,"Justice, Rights & Immigration",
foreign domination of Canadian oil industry,Trade & Industry,
foreign draggers off Newfoundland coast,Agriculture & Natural Resources,
foreign drug companies and competition,Trade & Industry,
foreign employment permits for a bank,"Justice, Rights & Immigration",
foreign exchange and borrowing authority,Economic & Fiscal Policy,
foreign exchange control,Economic & Fiscal Policy,
foreign exchange control and capital outflow,Economic & Fiscal Policy,
foreign exchange controls and Canadian dollar value,Economic & Fiscal Policy,
foreign exchange market interventions and interest rates,Economic & Fiscal Policy,
foreign exchange reserves,Economic & Fiscal Policy,
foreign financing of subversive groups,Foreign Affairs & Defence,
