topic,category,error
hosting Commonwealth heads of government meeting,Foreign Affairs & Defence,
hosting UN congress on crime and PLO presence,Foreign Affairs & Defence,
hosting international conference,Foreign Affairs & Defence,
hotel accommodation and meals from Avion Motor Hotel,Government Operations & Ethics,
hotel investment returns,Economic & Fiscal Policy,
hotel room price increases,Economic & Fiscal Policy,
hours of sitting,Parliamentary Affairs,
hours of sitting and supply motions,Parliamentary Affairs,
hours of sitting during debate,Parliamentary Affairs,
hours of work for protective staff,Parliamentary Affairs,
hours of work for trucking industry,Trade & Industry,
hours of work in interprovincial transport,Trade & Industry,
house building loans and tight money policy,Economic & Fiscal Policy,
house business for the week,Parliamentary Affairs,
house committee on transportation,Parliamentary Affairs,
house leader conduct,Parliamentary Affairs,
house of commons procedure and business volume,Parliamentary Affairs,
house recess for refreshment,Parliamentary Affairs,
house seating plan,Parliamentary Affairs,
house sitting hours agreement,Parliamentary Affairs,
house staff compensation and workload,Government Operations & Ethics,
household product flammability and labelling,Trade & Industry,
householder mailing privilege and guidelines,Parliamentary Affairs,
householder printing options,Government Operations & Ethics,
housekeeping amendments to National Research Council Act,Government Operations & Ethics,
housekeeping legislation,Parliamentary Affairs,
housing,Social Policy,
housing accommodation and shelter allowance programs,Social Policy,
housing act administration,Social Policy,
housing act amendments and social development tax,Social Policy,
housing affordability and first-time buyer programs,Social Policy,
housing affordability and government advice,Social Policy,
housing affordability and government response,Social Policy,
housing affordability and government responsibility,Social Policy,
housing affordability and interest rates,Social Policy,
housing affordability and job creation,Social Policy,
housing affordability and land speculation,Social Policy,
housing affordability and land use policy,Social Policy,
housing affordability and mortgage interest rates,Economic & Fiscal Policy,
housing affordability and mortgage rates,Economic & Fiscal Policy,
housing affordability and rental market,Social Policy,
housing affordability and rental supply programs,Social Policy,
housing affordability and sales tax on building materials,Economic & Fiscal Policy,
housing affordability and starts,Social Policy,
housing affordability for Canadian families,Social Policy,
housing affordability for Canadians,Social Policy,
housing affordability for low-income Canadians,Social Policy,
housing affordability initiatives,Social Policy,
housing affordability programs,Social Policy,
housing allocation for Toronto,Social Policy,
housing allowances for Canadians,Social Policy,
housing allowances for military personnel,Social Policy,
housing and community services agreements,Social Policy,
housing and community services proposals,Social Policy,
housing and constitutional reform,Intergovernmental & Constitutional Affairs,
housing and fishermen's facilities,Social Policy,
housing and high technology job creation,Social Policy,
housing and interest rates for Canadians,Economic & Fiscal Policy,
housing and job creation programs,Social Policy,
housing and labour critic role,Social Policy,
housing and land costs,Social Policy,
housing and living conditions statistics,Social Policy,
housing and mortgage corporation observers,Social Policy,
housing and mortgage difficulties,Social Policy,
housing and mortgage market stability,Economic & Fiscal Policy,
housing and old age security policy,Social Policy,
housing and park development plans,Social Policy,
housing and pest control at naval and army parks,Government Operations & Ethics,
housing and pollution under the constitution,Intergovernmental & Constitutional Affairs,
housing and poverty statistics,Social Policy,
housing and real estate market activity,Social Policy,
housing and rental measures in budget,Economic & Fiscal Policy,
housing and small business financing in the north,Social Policy,
housing and social reintegration programs,Social Policy,
housing and softwood lumber debate,Trade & Industry,
housing and the constitution,Intergovernmental & Constitutional Affairs,
housing and unemployment measures,Social Policy,
housing and unemployment statistics,Social Policy,
housing and urban infrastructure funding,Social Policy,
housing and urban policy reports,Social Policy,
housing and urban problems task force report,Social Policy,
housing and urban renewal policy guidelines,Social Policy,
housing and water supply for native Indians,Indigenous & Northern Affairs,
housing and worker training assistance,Social Policy,
housing appropriations and construction costs,Social Policy,
housing as federal-provincial responsibility,Social Policy,
housing assistance and CMHC,Social Policy,
housing assistance and federal taxation,Social Policy,
housing assistance and interest rates,Economic & Fiscal Policy,
housing assistance for Canadians,Social Policy,
housing assistance for northern residents,Social Policy,
housing assistance for unemployed homeowners,Social Policy,
housing assistance for veterans,Social Policy,
housing assistance funding restoration,Social Policy,
housing assistance in low-income areas,Social Policy,
housing assistance program spending,Social Policy,
housing association program,Social Policy,
housing availability and prices in Montreal,Social Policy,
housing bank funding in budget,Social Policy,
housing benefit program equity,Social Policy,
housing bill clause amendment,Social Policy,
housing bill timing,Social Policy,
housing budget cuts,Social Policy,
housing co-ops and federal-provincial responsibility,Intergovernmental & Constitutional Affairs,
housing completions and rental accommodation,Social Policy,
housing conditions on Blackfoot reserve,Indigenous & Northern Affairs,
housing conferences with municipalities,Social Policy,
housing construction and financing programs,Social Policy,
housing construction and inflation,Economic & Fiscal Policy,
housing construction and inflation policy,Economic & Fiscal Policy,
housing construction and job creation,Social Policy,
housing construction and unemployment,Social Policy,
housing construction for Indian reservations,Indigenous & Northern Affairs,
housing construction incentives,Social Policy,
housing construction industry co-operation,Trade & Industry,
housing construction industry employment,Social Policy,
housing construction priorities,Social Policy,
housing construction program,Social Policy,
housing construction statistics,Social Policy,
housing construction stimulation,Social Policy,
housing construction support,Social Policy,
housing construction targets,Social Policy,
housing construction trends,Social Policy,
housing construction winter incentive payment,Social Policy,
housing contract awards and credit policy,Economic & Fiscal Policy,
housing corporation land purchase investigation,Government Operations & Ethics,
housing costs and Liberal party promises,Social Policy,
housing costs and interest rates,Economic & Fiscal Policy,
housing costs and land banking,Social Policy,
housing costs and land speculation,Social Policy,
housing costs and money shortage,Economic & Fiscal Policy,
housing costs and mortgage rates,Economic & Fiscal Policy,
housing costs and municipal servicing,Social Policy,
housing costs and public housing,Social Policy,
